text,label,label_name
"pursuant to15 u.s. code 1692l - administrative enforcement : ( a ) federal trade commission the federal trade commission shall be authorized to enforce compliance with this subchapter, except to the extent that enforcement of the requirements imposed under this subchapter is specifically committed to another government agency under any of paragraphs ( 1 ) through ( 5 ) of subsection ( b ), subject to subtitle b of the consumer financial protection act of 2010 [ 12 u.s.c. 5511 et seq. ]. for purpose of the exercise by the federal trade commission of its functions and powers under the federal trade commission act ( 15 u.s.c. 41 et seq. ), a violation of this subchapter shall be deemed an unfair or deceptive act or practice in violation of that act. all of the functions and powers of the federal trade commission under the federal trade commission act are available to the federal trade commission to enforce compliance by any person with this subchapter, irrespective of whether that person is engaged in commerce or meets any other jurisdictional tests under the federal trade commission act, including the power to enforce the provisions of this subchapter, in the same manner as if the violation had been a violation of a federal trade commission trade regulation rule. with the aforementioned stated this company is in breach of fiduciary duty per the post-mentioned titles proof can be seen on consumer report. 1 ) 15 u.s. code 1692c - communication in connection with debt collection ( a ) communication with the consumer generally without the prior consent of the consumer given directly to the debt collector or the express permission of a court of competent jurisdiction, a debt collector may not communicate with a consumer in connection with the collection of any debt as well as subtitles ( 1 ) ( a ) ( b ) they can not provide any documentation with my written express consent to contrary my knowledge and understanding. 2 ) 15 u.s. code 1692j - furnishing certain deceptive forms : ( a ) it is unlawful to design, compile, and furnish any form knowing that such form would be used to create the false belief in a consumer that a person other than the creditor of such consumer is participating in the collection of or in an attempt to collect a debt such consumer allegedly owes such creditor, when in fact such person is not so participating. they failed to meet the requirements of law under this title by failing to validate alleged debt ( s ) 3 ) 15 u.s. code 1692e - false or misleading representations ( 8 ) communicating or threatening to communicate to any person credit information which is known or which should be known to be false, including the failure to communicate that a disputed debt is disputed. ( 10 ) the use of any false representation or deceptive means to collect or attempt to collect any debt or to obtain information concerning a consumer. and again the consumer reports holds all evidence need to support claims made by claimaint for no one has produced a validation nor verified claim signed. congress states : 4 ) 15 u.s. code 1692- congressional findings and declaration of purpose : ( a ) abusive practices there is abundant evidence of the use of abusive, deceptive, and unfair debt collection practices by many debt collectors. abusive debt collection practices contribute to the number of personal bankruptcies, to marital instability, to the loss of jobs, and to invasions of individual privacy. ( b ) inadequacy of laws existing laws and procedures for redressing these injuries are inadequate to protect consumers. so its my right to seek remedy through the appropriate authorities.",3,Debt collection
i have contacted and transunion credit bureaus to dispute 2 inquiries that i did not authorize. both are from with inquiry dates of //2023 and //2023. states they received credit applications in my name but i have not applied from any new personal credit with them. i have attempted to dispute the inquiries with the credit bureaus but they refuse to even start an investigation to verify information they are reporting.,2,Credit Reporting
"on //year>, charged me {$93.00} for a ride using my ( ). later, on //year>, charged me again for the same ride on apple pay ( ) resulting in a duplicate charge for the same service. i filed a dispute with goldman sachs ( apple card issuer ) regarding the duplicate charge on apple pay, providing clear documentation proving the double charge. despite this, goldman sachs denied my dispute three separate times without conducting any investigation. they failed to contact to verify the transactions and closed the dispute without providing any justification or supporting documentation. this violates the fair credit billing act ( fcba ), which requires credit card issuers to conduct a reasonable investigation before resolving a dispute. supporting document attached. chargeback resolution letter ( showing won the dispute ) duplicate charges from & apple pay email responses confirming no refund was issued outcome of your apple card transaction dispute",1,Credit Card
"jpmorgan chase is reporting a charged-off credit card with inconsistencies in payment history, balance, and . the continued derogatory marks post-charge-off may re-age the debt, which is not in line with or fcra 623 requirements.",2,Credit Reporting
"i declare under penalty of perjury ( under the laws of the united states, if executed outside of the united states ) that the foregoing is true and correct to the best of my knowledge. further, i certify that i am permitted by federal and state law to file this dispute. i also understand that knowing and willful mis-statements or omissions of material facts constitutes a federal criminal violation punishable under 18 u.s.c. 1001. additionally, these misstatements are punishable as perjury under 18 u.s.c. 1621. i am alleging that a person or company- without my authorization- used my personal identifying information to apply for goods, services, or money ; and, was successful in creating this account. i demand you to delete fraudulent account now.",2,Credit Reporting
"in //year>, my carecredit account limit was reduced without any prior notice or written explanation. this occurred immediately after i made a significant payment. the limit was reduced to the exact amount of my new balanceeffectively negating the benefit of the payment and increasing my utilization ratio. additionally, my payments from and were never reported to the credit bureaus before the limit reduction occurred. as a result, outdated or incomplete credit data appears to have been used in making this decision. when i contacted carecredit ( synchrony bank ), i was given vague verbal explanations, but no formal adverse action notice has ever been provided as required under the fair credit reporting act ( fcra ) and equal credit opportunity act ( ecoa ). no written record, verification, or internal complaint reference has been issued. i do not acknowledge liability for this account. synchronys lack of transparency, failure to reflect timely payments, and legally unsupported credit limit reduction raise serious compliance concerns. i am requesting immediate regulatory review. carecredit account screenshot shows reduced credit limit nearly equal to balance with no prior notice.",1,Credit Card
"in //2020, i filed a dispute with synchrony bank regarding my account. i had made three payments on the account, each in the amount of {$88.00}, on //2020, //2020, and //2020. the essence of my dispute was simple. literally went out of business. they closed their doors. i was never, ever, ever going to receive the furniture i had ordered. i wanted the three payments towards the furniture returned to me. synchrony responded with a form letter on //2020, that they would investigate and resolve my dispute within 60 days. as i understand it, federal law requires their response within 90 days. to date i have not received any further resolution of my dispute with synchrony. they did, however, literally report my account as delinquent to the credit agencies on //2020, even though the purchase was in dispute. it is my understanding that this too runs counter to federal law. i have now called synchrony on three consecutive days only to be transferred from one department to another. most recently, on //2020, i was told that i would have to file yet another dispute with synchrony for them to attempt to resolve my situation. thank you in advance for any assistance you can provide.",1,Credit Card
i'm not associated with these creditors and i never initiated this inquiry. i urge you to promptly delete it from my credit report.,2,Credit Reporting
"on //, i noticed a debt that hit my credit report and called the company. they told me it was a payday loan from // that i apparently paid on for two years then fell delinquent in //. 5 years later they reported it to all credit bureaus which greatly hurt my credit. i told a representative from the company that i wanted to dispute it because it is not my debt. they insisted that it was mine so i asked for documents to be provided to prove this and gave my contact information and have not heard anything since. no emails, no letters and no more phone calls. i disputed this with all 3 bureaus and they reported that the company does the investigation and basically just told them it is mine. i have not received one letter or email stating the terms or details of this debt i supposedly owe. i did not take out a payday loan and pay on it for two years just to still owe {$370.00}!!! this is not my debt and it is hurting my credit that i have worked hard to fix the last 2 years!!!",3,Debt collection
i have been on nevada unemployment since // of 2020 its now been a year that ive been on unemployment and seven weeks ago bank of america prepaid closed my card account for questionable identity. the first time i spoke with them regarding the issue they wanted me to bring in id and social security card to a branch while im on the phone with the prepaid bank of america so that they can verify my identity. i tried doing that for three weeks straight on multiple different occasions just to be told that i have to contact . when i contact they tell me to contact bank of america prepaid. its been seven weeks going on eight that i havent been able to receive my funds even though i submitted all require documentation i went in person to verify my identity and theres no help bank of america prepaid sends you to nevada unemployment nevada unemployment since you right back to bank of america. ive already lost housing since this pandemic started im about to lose my weekly because im not having any income i lost my car i literally have no food to eat because i dont even have food stamps qualifying because i make too much money with unemployment but im not even receiving my unemployment. finally stopped sending my payments to my bank of america prepaid card after my balance reached {$1400.00}. i only get for a week but with the stimulus it amounts to {$380.00} a week. equals . i am a and pay my own unemployment insurance and i am my own employee so there should be no reason why none of my funds are being with held from me,1,Credit Card
i've recently received a copy of my credit report and noticed several inaccuracies and unauthorized accounts/information reporting to my credit report. these remarks have been detrimental to my life and credit health. [ inaccurate late payment ] according to 15 usc 1666b ... and all other inaccuracies according to fcra section 1681i it is illegal to place inaccurate information on my credit report without my permission.,2,Credit Reporting
"i was given four american express gift cards adding up to a total of {$250.00} and was saving them to use on a vacation. on the back of the cart it says "" use at u.s. merchants that accept american express cards. '' i have tried multiple ways to use them for both online & in person purchases from companies that accept am ex, to reload other gift cards, to put on my . i've tried everything - and every time i try, i get a card error or card declined message. customer service at am ex is unhelpful as they tell me to try another retailer. nothing is working. i just want to collect the amount that i have been gifted by my family. am ex is purposefully engaging in this way of stealing money from unsuspecting people and hoping no one will follow up and try to reclaim their money. it's a total bait and switch scam.",1,Credit Card
"consumer complaint company : synchrony bank ) of transaction ( ) : various charges between //year> and //year>, totaling {$31000.00} issue : deceptive charges/ dispute denied description of complaint : i am submitting this complaint to formally report a dispute regarding {$31000.00} in charges from a social-casino application. these charges are associated with slot-machine-style gameplay and virtual chips, designed to induce repeated, excessive spending, misrepresent odds of winning, and conceal real costs. federal litigation against , , and ( . , ) confirms that social-casino platforms profit from and facilitate potentially unlawful gambling-like behavior, further supporting that these charges are deceptive, unfair, and unauthorized. north carolina legal and regulatory context : nc udtpa ( unfair and deceptive trade practices act ) prohibits unfair, deceptive, or misleading business practices. : misrepresents the nature of gameplay as casual, not gambling uses addictive mechanics and deceptive odds to induce excessive spending fails to deliver tangible value for purchased virtual chips nc lottery laws restrict lottery-style or gambling operations to authorized entities. mimics state-regulated lottery functions without authorization. communications with the indicate that social-casino apps like imitate lottery and gambling functions, potentially violating state law. i have disputed charges from based on multiple issues, including technical and platform errors, such as app crashes, freezes during gameplay, lost or uncredited virtual chips due to glitches, server or connectivity errors that prevented proper redemption of rewards, and malfunctioning features that caused unexpected losses. additionally, i have raised concerns about deceptive and misleading practices, including the misrepresentation of odds in slot-machine-style games, marketing the app as a casual game when it functions like gambling, concealment of the real cost of virtual chips and purchases, misleading promotions or offers that appear to guarantee prizes, and psychological manipulation designed to encourage repeated, high-value purchases. i have also challenged quality-of-service issues, including poor or nonresponsive customer support, inability to resolve technical issues through customer service, and delayed or denied assistance despite providing proof of problems. the charges from are disputable under several federal consumer protection laws. the truth in lending act ( tila, 15 u.s.c. 1601 et seq. ) protects consumers from unauthorized or misleading credit charges and gives cardholders the right to dispute billing errors for unauthorized or incorrect charges. the electronic fund transfer act ( efta, 15 u.s.c. 1693 et seq. ) protects consumers against unauthorized electronic transactions and applies when a charge is processed as an electronic debit from a credit or debit account. the fair credit billing act ( fcba, 15 u.s.c. 1666 et seq. ) allows cardholders to dispute billing errors for goods or services not delivered as promised, including transactions where technical glitches or defective service prevented proper delivery. additionally, the federal trade commission act ( ftc act, 15 u.s.c. 45 ) prohibits unfair or deceptive acts or practices in commerce, which is relevant to misleading marketing and deceptive mechanics used by social-casino apps like . services not provided / defective fraudulent / misrepresentation / unauthorized merchant practices quality / defective service misrepresentation / false claims these factors further demonstrate that the disputed charges are associated with illegal, deceptive, and unfair practices. timeline of dispute actions with synchrony : i submitted multiple dispute requests to synchrony bank with full supporting documentation on the following dates : //year> //year> //year> //year> //year> //year> //year> //year> //year> //year> //year> //year> //year> //year> //year> //year> despite providing all required proof, synchrony denied the dispute on several occasions with the latest being on //year>, stating that no proof was received. prior chargebacks : i have previously disputed similar charges with , and those chargebacks were honored in full, confirming the validity of my claims. actions taken by me : submitted multiple disputes with supporting documentation provided screenshots, transaction history, and prior chargeback proof responded to synchronys denial letters requesting reopening actions taken by company : denied dispute on //year> citing insufficient proof closed the dispute and added the charge to the account balance requested resolution : immediate reopening of the dispute full reversal of the {$31000.00} charge assurance that the disputed amount will not accrue interest while under review closing statement : given the repeated submissions, prior successful chargebacks, and documented deceptive practices by , i request that the cfpb intervene to ensure synchrony reopens and resolves this dispute promptly. if unresolved, i am prepared to escalate the matter further to state and federal consumer protection authorities.",1,Credit Card
"several dates were documented as late during various time period when the company placed my loan on pause to conduct a loan modification. it was explained and advised to me by that while my application was in process for a loan modification i should not make any payment because it would alter the decision of my application. despite my actions to adhere to their policy i was still being reported late to all 3 credit bureau without my knowledge. i reached out to the company and all 3 credit bureaus to verify the accuracy of these late payments with full documentation and they failed to do so. action need to be done immediately to have these dates marked as current terms met. this has been hurting my credit tremendously and need this to be rectified. late payment dates : //, //, //, //, //, //, //, //, //, //, //, //, //, //, //, //",5,Mortgage
"credit agencies, collection companies, all expected to supply accurate information in a timely fashion. there should be no reason why information taking longer than 30 days should be acceptable. legally 30 days is the legal timeframe. there simply needs to be an agency that actually holds these companies accountable. the following cases should be removed from my credit report. ( / act. # ) and following cfpb disputes :",2,Credit Reporting
"has made it impossible for me to negotiate my loan. they insist on me calling them when i have stated on numerous occasions that i work to in a and travel at least an hour each way to and from work. i have asked if i can supply a copy of my most recent paystubs and a budget which includes the payments being made on other student loans in order to recalculate the monthly loan payment amount. i keep getting told via letter to call an extension but it is a different person each time. furthermore, i have medical expenses which are ongoing which also impact my disposable income. every other lender allows me to negotiate by submitting financial information. i also want to know how the payments are calculated, including the penalties and interest. i also want to report that wells fargo informed me in // and in // that because i was not a us i needed a co-signer for my student loan. however, on both occasions i was a r which meant i had status in the us. this is discrimination.",8,Student loan
"hello, i hope this message finds you well. i need to bring to your attention an issue that has caused me significant distress. ive been a victim of identity theft - my information was used fraudulently, and as a result, an unauthorized item has appeared on my credit report. i have no connection to this account, and its presence is both unwarranted and deeply troubling. following transunion 's advice, i promptly filed a report with the ftc and provided all necessary documentation to resolve this matter. however, despite these efforts, the fraudulent item still remains on my report.",2,Credit Reporting
"b'i am filing this formal complaint to report multiple serious inaccuracies and unauthorized accounts appearing on my credit reports. these errors are negatively impacting my credit standing, and i request immediate investigation and enforcement action to ensure full compliance with the fair credit reporting act (fcra) and the fair debt collection practices act (fdcpa).\n\n1. wrong and inaccurate addresses reported\n\nthe following addresses listed on my credit file are completely inaccurate and have no connection to me wrong address wrong address\n\nthese addresses must be deleted immediately as they are contributing to fraudulent or inaccurate account linkages.\n\n2. charge-off and collection accounts i have no knowledge of\n\nthe following accounts are being reported as charge-offs or collections, but i have no knowledge, authorization, or association with them. i never opened or maintained these accounts, and i dispute their validity in full:\ date opened: i have no contractual relationship, billing history, or signed documentation for any of these accounts. their presence constitutes false reporting, potential identity theft, or mixed credit file errors.\ni request these items be deleted immediately from all consumer reporting agencies.\n\n3. inaccurate late payment reporting this account inaccurately reports late payments. i have never been late on any payment with this creditor, and this information must be corrected to show a perfect payment history.\nper fcra 1681i(a), i am requesting an immediate reinvestigation and correction of this inaccurate data.\n\n4. improper hard inquiry i do not recognize this inquiry. i did not authorize it, and therefore, it must be removed immediately from my credit report as it violates fcra 604(a).\n\nrequested action\n\ni request the cfpb to:\n\ninvestigate each reporting creditor and furnishers listed above.\n\ndirect all involved parties (credit bureaus and furnishers) to delete or correct all inaccurate information.\n\nensure that no unverified or unverifiable data remains on my credit reports.\n\nrequire proof of verification or signed documentation for any account being reported.\n\nif the furnishers or credit reporting agencies fail to comply within the legal time limits, i reserve the right to pursue all available remedies under the fcra and fdcpa, including civil action for damages.\n\nconclusion\n\nthese repeated reporting errors constitute serious negligence and non-compliance with federal consumer protection laws. i respectfully request cfpbs direct intervention to ensure my credit reports are accurate, fair, and fully compliant with the law.\n\nthank you for your attention and assistance in resolving these violations. please confirm receipt of this complaint and keep me informed of the investigation progress.'",2,Credit Reporting
"i am filing a complaint against capital one regarding the deceptive practices related to their 360 high yield interest savings accounts. capital one misrepresented the 360 savings account as having one of the nations highest interest rates, yet failed to notify cardholders about the superior rates offered by the 360 performance savings account. this deliberate obscurity and lack of transparency violated consumer trust and resulted in significant financial losses for many, breaching the consumer financial protection act and the truth in savings act. i seek redress for the misleading practices and failure to fulfill their advertised promises.",0,Bank Account
reached out a couple times trying to get assistance as my health has declined and i'm trying to focus on my health and . tried to call bofa again for assistance but their automated system will not recognize or accommodate for . i was driving and it kept asking me to input information in rather than transfer to a live agent and they look up the information. texting while driving is dangerous. an automated system that hangs up on a customer rather than allowing all but especially veterans to speak with a live person also worsen my . i am one person they have over employees my health isnt great it takes me a long time which is why i have had to submit so many complaints and i have yet to receive any assistance from any of them i'm hoping since i did work on the high risk team and was an excellent employee perhaps bofa will assist me consolidate my debt and grow my businesses.,1,Credit Card
"on //year> i went to sign into my mobile banking app and a pop-up came on screen that said too many incorrect attempts logging in please contact customer support so i called customer support on //year> at . the person on the phone said your account has been closed i asked why, and she said you will receive something in the mail i had over {$1300.00} being deposited that day and so i asked what would happen. she said once an investigation is over, we will mail you a check i asked how could you have closed my account if youre still investigating something? she said thats how it works i then received an email at stating my account was under investigation there was nothing in the email about the account being closed. they will not give me access to my account information to contact the companies i have automatic bill pay from to change to my other bank account. every time i call capital one they just say your account has been closed and is still in the investigation process so they wont give me a timeline of when i will receive my own money. i am in financial distress over this.",0,Bank Account
"pas due/monthly payment there should not be a past due or monthly payment reporting. mail.c account status : this field should report as closed if the account has been charged-off. account balance this amount should be reporting if it has been sold. date of last payment/date of last activity the dolp ( ) and dola ( ) must report on all charged off accounts. in fact, they must report on all accounts reporting on your credit report. high balance this amount should be higher than the "" current '' balance that is reporting on all charged offs. if the charged off is a credit card, this field must be reporting. such a thing is mandatory and required.",3,Debt collection
"in the quiet humdrum of everyday life, a sudden jolt shattered the tranquility : i had become a victim of identity theft. like a thief in the night, unseen hands had stolen my personal information, plunging me into a bewildering maze of uncertainty. with each fraudulent transaction and unauthorized account, the breach of trust cut deep, leaving me grappling with the unsettling reality of a violated identity. yet, in the midst of chaos, a glimmer of resilience emerged, a resolve to reclaim what was rightfully mine and restore the harmony stolen by unseen adversaries. these are the following accounts need to be removed : - -",2,Credit Reporting
citibank is allowing to continue making withdrawals without my permission.,0,Bank Account
"they have recently been contacting me on my personal phone number, i told them i would make payment arrangements but after realizing my bills for the rest of the year, we are in , i cant do it right now. he has threatened me with legal action, has harassed me by calling my corporate office at work, they have been extremely rude saying things well its a good thing that this calls are recorded and after i called them to let them know to stop calling me at work and stop harassing me in general, she said it wasnt illegal and that they can do it, she tried to put me on hold to transfer me to who was calling but i hung up.",3,Debt collection
"on //, my account was placed on hold. reason given was an "" invalid check ''. when i enquired, no one could give me any further details as to what an "" invalid check '' meant. funds in the account at the time were from two cleared checks ( ck # {$7300.00}, ck # {$260000.00} ) and other cash balance. i was advised that in order to obtain those funds, the issuer of the check had to request a recall of the check. funds were cleared and sitting in the account. i then went to the issuer of the check and advised them of the procedure as advised by the bank. the issuer of the check then contacted the bank and was told the account was on hold for fraud. the issuer of the check then contacted the police department and an investigation ensued. there were a total of four checks given to my company for the purchase of merchandise on their behalf. when questioned, i gave the issuer a full acount of all funds including the two checks totalling {$9900.00}. proceeds of the first two checks were wire transferred to a third party who was a legitimate part of the purchase transaction. the following two checks ( & ) were placed on hold by the bank. the reason given was "" fraud ''. i advised the issuer of the last two checks to proceed with the recall so that the issue could be resolved. the issuer of the check then proceeded to do a recall of one check # for {$7300.00}. the issuer of the other check for {$2600.00} ( same issuer ) decided not to pursue a recall on check # for {$2600.00} but chose to make a claim through their insurance for a loss of funds. the insurance claim was paid by my company. the insurance company then contacted me and demanded i make the payment of {$2600.00} to them as i was named the person responsible for the loss. i paid the claim in full and the matter was settled. i have a settlement letter from the insurance company confirming this. i have also copy of the claim, signed and notarized by the issuer of the check. after this matter was settled, i returned to the bank to make a claim for the balance of fund in the account. i presented all settlement documents showing that i had paid the insurance claim in full for the check amount which was still on hold in a frozen account. the bank refused to release the funds to me. i have spoken to several officers at the bank, the fraud department, risk department, legal department and many others since , . on //, i was asked to return to the bank branch for the result of a five day review of the funds in the frozen account. since //, i was told at least a dozen times, that the funds were "" in review ''. when i returned to the branch on //, i was told the funds will not be released to me. i then asked what will become of the funds in the account? i was told that after five years, the funds will be turned over to the state as unclaimed funds, and that i would then have to make a claim with the state. presently the account has a total of {$3000.00}. in addition to proceeds from the check, there is cash which is also not being released to me. i countered that waiting five years to turn over the funds as "" unclaimed funds '' is not factual as i have been making claims on the funds for the past two and a half years and i have legitimate documents proving that the funds belong to me. the bank is still refusing to release said funds to me.",0,Bank Account
"on //2022 called me and asked if i would want them to send me the medication, i told her that if i buy the medication at the local store, i only pay about {$30.00} a month and i don't need to use my insurance. she then told me that the medication that she sent will be free after my insurance pay. she confirmed three to four times after i asked. a month later, i received the bill of {$85.00} copay for the medication that she sent. i called , they said that they escalated to the upper manager and will let me know. one month later, i received the bill again. i called and they said that they were working on it and i should not worry about the bill. on //2022, i received the bill of {$85.00} from debt collector. i called my insurance and they called . , the representative is very rude, he said that this is the amount that i have to pay and i need to tell my insurance to pay more. i am going to pay {$85.00} for the debt collector today because i don't want to have bad credit, but i don't think that it is fair when , the reputation company would do something like this. i want others to learn from my experience.",3,Debt collection
"in i did a modification loan to bring down my mortgage payments. at the time my loan was with . that loan was later sold to carrington mortgage. in late early i contacted carrington to request processing a refinance in order to do an equity cash out. when i called i spoke to to start the process. during the time of asking and answering questions i was asked if i had ever refinanced my home. i of course said yes i had done a modification in . i was then told that amount had to be paid back first and added the end of the original loan and would then be less that amount for the cash out i would receive. i understood and agreed. after several other errors made by mr. whom was laid off due to this issue with this account, i finally asked for someone else to help me. i then started working with . everything seemed to be going fine and when i came to closing out the paper work i was then put into contact with . when talking with her several other changes where made do to the miss information i had been given by mr. . during closing i received my payoff statement and it clearly has a line saying "" deferred pursuant to loan modification : {$6000.00} my original loan principal balance was {$62000.00} with other charges and the modification being one of them the payoff balance was {$67000.00} i never questioned the amount asked being they are the mortgage company looking up the information to give me. my husband and i closed on the house of and received the equity cash out a week after closing. everything at that point seemed to be fine. on i received 3 letter from hud stating they had never been payed for the loan modification i did in . they said the amount i owed was {$5700.00} and if it wasn't paid i could potentially have my home foreclosed on. on i sent an email to from carrington mortgage regarding the letters. she asked me to sen her copies of the letters so i did along with the payoff statement from carrington. on i again sent from carrington mortgage an email because i never heard back from her. she responded with an email stating they didn't see any error on their part but i again had her refer to one of the documents i had sent to her on of the carrington payoff statment on she emailed me back stating i was right and had even highlighted the line on the payoff statement of the payment on i emailed of carrington mortgage and asked for the document of payment to be sent to me for my records. on i again emailed of carrington mortgage and asked again for the document of payment be sent to me. i never heard anything back again until when she called me to ask me to call her to discuss the account. i had missed her call at the time so i emailed her that i would call her once i was off of work. when i called her she proceeds to tell me that the loan for hud was different from the deferred loan modification. i disagreed with her and told her that couldn't be because that was the only time i had processed any modifications. when i asked her what and who was paid the {$6000.00} i was told that was for other fees and penalties. she couldn't explain anything more. she told me i could apply to re refinance and go through that entire process again. she had tried to tell me i had been misinformed by and that must of missed the hud loan. when i said i would not be refinancing anything she then said i would need to contact from of any questions i had. i emailed again on requesting who was paid the {$6000.00} and that i wanted an itemized statement for that amount. she responded with - refer any questions to at . nothing more on that email. like she was washing her hand of me because she wasn't going to get anymore money out of me. i called of on & leaving messages. when i never heard back i emailed her on she did call me back but with no information. she said she was going to call her legal team to see what happend. when i talked to her again later that day she told me the legal team at carrington mortgage had my file and that i should hear from them by the end of the week. i called hud on & leaving a voice mail to be called back on @ called me back from hud. he explained to me that the loan had not been payed off. i told him what information i had on my payoff statement from carrington for the amount of {$6000.00}. he said first of all that was a red flag because the amount is only for {$5700.00} and because it is a government loan there is no interest or penalty fees. then proceeded to inform me that the file was turned over to the treasury department on i called and spoke to at the treasury dept on she informed me that do to them gaining the file a 30 % fee was added to the total of the hud loan and now i had to pay {$7500.00} she did inform me that i could send in a letter to dispute the claim until i could get this taken care of by carrington mortgage. i sent in the dispute letter on i have to ask for an extension on my taxes because if i qualify for any refund the government will keep it. i have lost several hours from work to be able to make the calls and send the emails to try to have someone contact me back on i sent an email to of carrington mortgage and of demanding a call back and a supervisors name and contact information being that i had been asking for that several times already. i had already waited almost 2 weeks for their legal team to contact me and as of that day i still hadn't heard a word. did email me back stating she had forwarded my email to her contact person at carrington mortgage. finally on i received a call from of carrington mortgage legal team. he informed me that he had just received my file and could i explain to him what was going on. i was livid that i was being told he was just getting the file for the first time after i had been told for 2 weeks they were working on it. i explained what was going on and he said he was going to start his investigation and he would get back to me. he couldn't give me an estimated time frame of how long this could take. i have been dealing with this for 5 months too long.",5,Mortgage
"on or about //, i had contacted to change the autopay on the single student loan i had with the organization, as i had fraud on my previous checking account. upon contacting the organization, a call center rep setup login credentials for me with . upon logging into , i noticed that there were 6 different student loan accounts with in my name, as opposed to only 1 student loan that i had authorized. i stated that these were not my student loans and i wanted to know how to address these. i spoke with another employee and stated i did not recognize these loans and wanted to get copies of the master promissory notes for each of these 5 student loans that i was disputing. i filed a police report for personal identity theft with respect to these loans on //. after a couple weeks passed, i contacted again as i had not received the loan documents i had requested. this agent stated that there was no record of me requesting the loan documents. i again submitted another request for these loan documents so that i could verify that these loans were, in fact, not mine. upon receiving these loan documents on or after //, i reviewed the documents and confirmed that these loans were not mine, that i had not received any funds from for these loans, and that the signatures on these loans were not mine. i contacted and asked to file an identify theft report to dispute these loans. a employee names was assigned to handle my identity theft / fraud complaint. i provided an identify theft affidavit to on or about // per their request to continue the investigation. later i was asked to provide multiple pieces of information to support this investigation with , which i had provided each time i was asked. these included billing statements from the university that i attended during the //-// time frame when the loans were taken out, multiple verbal statements taken by regarding these loans, as well providing contact information for the county prosecutor agency whom was investigating these fraud instances. during this time frame of the investigation into these fraudulent loans, when the loans had been placed into an administrative forbearance ( to investigate the fraud ), i had received multiple phone calls from stating that i needed to make payments on these loans, otherwise, would report these loans as delinquent to the credit reporting agencies. i specifically told the agents who called me that these loans were fraudulent and that they were being investigated by their own internal fraud department, however, the agent stated they could not find anything to that effect. i stated that these were not my loans and i have never made a single payment on them, nor would i due to them being fraudulent, the agent stated that they would be submitting these loans as delinquent to my credit reporting agencies and i would be impacted as a result. i had to call fraud team, spoke with , and stated exactly what the collection agent at had stated. had confirmed that the loans were in an administrative forbearance and that nothing negative would be reported on my credit, other than the loans would still be listed on my credit until the completion of the investigation, and the status of the loans was current. however, i received notice on // from a credit report that , in fact, submitted trade lines to my credit reporting agencies, stating that these loans were past due. at the time i was submitting a loan application for a mortgage and this negative tradeline would have cause me significant financial harm due to the negligence of . , on or about //, stated that they completed their investigation, and claimed that they had received a phone call on or about //, stating that a person claiming to be me had called their organization and made a payment on these loans. i told the fraud investigator, , that i did not make any payment on these loans, and i did not authorize these loans. stated that there was nothing further that would do and that they are considering me responsible for these loans. to date, has not spoken with the police agency or the county fraud investigator assigned to my fraud case. currently, is sending me documentation stating that these loans are my responsibility and that they are currently past due and require payment.",2,Credit Reporting
"i am writing to express my deep concern regarding the unavailability of my credit data from your bureau. as a diligent consumer who consistently monitors their credit profile, i am troubled by the recent discovery that vital information seems to be missing from your records. despite being proactive in managing my finances and ensuring timely payments on all accounts, i have encountered significant hurdles due to the absence of my credit data from your bureau. this has not only caused inconvenience but has also put me in a precarious position, especially concerning recent financial transactions and loan applications. i have made numerous attempts to address this issue through your customer service channels, but regrettably, the resolution process has been slow and ineffective. as a result, i find myself facing unnecessary challenges in accessing essential financial services and opportunities.",2,Credit Reporting
"the problem began again trying to use my debit at . my transaction of {$170.00} was declined. the card work intermittently until at the fraud department declined my purchase. the problem became so bad that ; manager gave me her cell number ( ) and instructed me to call her "" at any time i was at a register or gas pump and my purchase was declined i was to call and advise her of the problem ''. and i had a verbal agreement. i called customer service i spoke with all she did was disconnect the call. i called back i spoke with a latrell i explained the problem, i explained i had a dollar coupon from that i was unable to use and requested the bank reimburse me and write a letter to with an explanation of why my purchase was declined. agreed to reimburse the loss of the coupon and write a letter to . i requested to speak with a supervisor regarding , i talked with , and i explained the events and the decline on my card at . i reviewed the request for reimbursement of the coupon and the letter for . stated "" was not properly trained no reimbursement would be given or a letter be sent to ''. advised me "" your card should work ''. at the fraud department claims to have called my home and spoke with me. i was at work from and to and did not speak with anyone from the fraud department. , i spoke with , i requested she call and have them process my monthly charge because my card was "" deactivated due to fraud ''. i explained to her that the medical device service was cancelled due to non-payment. my monthly charge went from monthly to . told me that she would not call. the monthly charge began . there has been 14 months of charges to my card from that the bank knew about. declining the charge due to my card being "" deactivated '' i had to pay reconnect charges and late fees. i called the fraud department i spoke with i reviewed the call of . advised me that they are a third party service. told me "" all we ask is for the person, if the person says that they are me all they care about is confirming where i used my card and for how much. all we care about is that someone says yes i was there or no i was n't. if we feel comfortable with the answer we unblock the card ''. advised me to call bank because my card is encrypted on the barcode to alert the fraud department when used. on the card did work at on at however on , the card did not work at and has n't worked since. i was told each time my card does not work to call customer service and they would "" unblock '' my card. my complaint starts on through . i talked to branch manager on and with branch manager on i have not heard back from either . to summarize none of the declined purchases were out of the ordinary for me and within a few miles from my homes. to date i still do not have a dependable working debit . i have been instructed to call the customer service department at bank of the west each time i want to use my debit .",0,Bank Account
